Participant,Block,version,Trial,Difficulty,Part,Start,Stop,PicNumber,video,
1005,1,wm,29,,anwser,637.1,642.4,38,1005_a,
1005,1,wm,29,,question,642.4,643.2,38,1005_a,
1005,1,wm,30,,anwser,655.7,661.1,7,1005_a,
1005,1,wm,30,,question,661.1,661.9,7,1005_a,
1005,1,wm,31,,anwser,673.9,679.1,8,1005_a,
1005,1,wm,31,,question,679.1,680.1,8,1005_a,
1005,1,wm,32,,anwser,697.1,702.3,31,1005_a,
1005,1,wm,32,,question,702.3,703.3,31,1005_a,
1005,1,wm,33,,anwser,716.8,721.9,1,1005_a,
1005,1,wm,33,,question,723.8,723.8,1,1005_a,
1005,1,wm,34,,anwser,738.5,744.3,24,1005_a,
1005,1,wm,34,,question,744.3,745.1,24,1005_a,
1005,1,wm,35,,anwser,762.1,767.5,28,1005_a,
1005,1,wm,35,,question,767.5,768.3,28,1005_a,
1005,1,wm,36,,anwser,780.8,786.1,34,1005_a,
1005,1,wm,36,,question,786.1,787,34,1005_a,
1005,1,wm,37,,anwser,803,808,10,1005_a,
1005,1,wm,37,,question,808,810,10,1005_a,
1005,1,wm,38,,anwser,823,828.3,29,1005_a,
1005,1,wm,38,,question,828.3,828.9,29,1005_a,
1005,1,wm,39,,anwser,848.7,853.9,36,1005_a,
1005,1,wm,39,,question,853.9,855.1,36,1005_a,
1005,1,wm,40,,anwser,872.2,877.5,2,1005_a,
1005,2,wm,40,,question,877.5,878.4,2,1005_a,
1005,2,wm,1,,anwser,72.5,78,64,1005_b,
1005,2,wm,1,,question,78,78.7,64,1005_b,
1005,2,wm,2,,anwser,93.7,99,51,1005_b,
1005,2,wm,2,,question,99,100,51,1005_b,
1005,2,wm,3,,anwser,116.4,122,69,1005_b,
1005,2,wm,3,,question,122,122.5,69,1005_b,
1005,2,wm,4,,anwser,137.2,142.5,73,1005_b,
1005,2,wm,4,,question,142.5,143.4,73,1005_b,
1005,2,wm,5,,anwser,157.8,163.3,47,1005_b,
1005,2,wm,5,,question,163.3,164.4,47,1005_b,
1005,2,wm,6,,anwser,177.6,183,60,1005_b,
1005,2,wm,6,,question,183,183.6,60,1005_b,
1005,2,wm,7,,anwser,198.3,204.3,66,1005_b,
1005,2,wm,7,,question,204.3,204.6,66,1005_b,
1005,2,wm,8,,anwser,220.3,226.1,76,1005_b,
1005,2,wm,8,,question,226.1,226.9,76,1005_b,
1005,2,wm,9,,anwser,258.7,264,45,1005_b,
1005,2,wm,9,,question,264,265,45,1005_b,
1005,2,wm,10,,anwser,282.3,287.8,78,1005_b,
1005,2,wm,10,,question,287.8,288.4,78,1005_b,
1005,2,wm,11,,anwser,307.4,312.8,53,1005_b,
1005,2,wm,11,,question,312.8,313.5,53,1005_b,
1005,2,wm,12,,anwser,329.7,335.1,49,1005_b,
1005,2,wm,12,,question,335.1,335.9,49,1005_b,
1005,2,wm,13,,anwser,355.8,361.3,63,1005_b,
1005,2,wm,13,,question,361.3,362.4,63,1005_b,
1005,2,wm,14,,anwser,380.2,385,43,1005_b,
1005,2,wm,14,,question,385,386.1,43,1005_b,
1005,2,wm,15,,anwser,404.3,409.8,54,1005_b,
1005,2,wm,15,,question,409.8,410.4,54,1005_b,
1005,2,wm,16,,anwser,432.9,438.1,48,1005_b,
1005,2,wm,16,,question,438.1,439,48,1005_b,
1005,2,wm,17,,anwser,462,467.1,79,1005_b,
1005,2,wm,17,,question,467.1,468,79,1005_b,
1005,2,wm,18,,anwser,485,490.5,61,1005_b,
1005,2,wm,18,,question,490.5,491.4,61,1005_b,
1005,2,wm,19,,anwser,509.5,515.2,56,1005_b,
1005,2,wm,19,,question,515.2,515.9,56,1005_b,
1005,2,wm,20,,anwser,536,541.6,80,1005_b,
1005,2,wm,20,,question,541.6,542.7,80,1005_b,
1005,2,wm,21,,anwser,563.7,568.8,59,1005_b,
1005,2,wm,21,,question,568.8,569.5,59,1005_b,
1005,2,wm,22,,anwser,589.5,594.8,58,1005_b,
1005,2,wm,22,,question,594.8,595.8,58,1005_b,
1005,2,wm,23,,anwser,613,618.8,68,1005_b,
1005,2,wm,23,,question,618.8,619.7,68,1005_b,
1005,2,wm,24,,anwser,636.8,642.2,72,1005_b,
1005,2,wm,24,,question,642.2,643.3,72,1005_b,
1005,2,wm,25,,anwser,659.2,665.2,41,1005_b,
1005,2,wm,25,,question,665.2,665.8,41,1005_b,
1005,2,wm,26,,anwser,682.4,687.5,44,1005_b,
1005,2,wm,26,,question,687.5,688.5,44,1005_b,
1005,2,wm,27,,anwser,708.9,714.2,52,1005_b,
1005,2,wm,27,,question,714.2,714.8,52,1005_b,
1005,2,wm,28,,anwser,727.8,733.1,67,1005_b,
1005,2,wm,28,,question,733.1,733.9,67,1005_b,
1005,2,wm,29,,anwser,749.8,755.3,75,1005_b,
1005,2,wm,29,,question,755.3,755.9,75,1005_b,
1005,2,wm,30,,anwser,777.4,783.3,71,1005_b,
1005,2,wm,30,,question,783.3,784.1,71,1005_b,
1005,2,wm,31,,anwser,803.1,808.4,77,1005_b,
1005,2,wm,31,,question,808.4,809.1,77,1005_b,
1005,2,wm,32,,anwser,826.1,831.6,70,1005_b,
1005,2,wm,32,,question,831.6,832.5,70,1005_b,
1005,2,wm,33,,anwser,849.5,854.9,65,1005_b,
1005,2,wm,33,,question,854.9,855.8,65,1005_b,
1005,2,wm,34,,anwser,887.6,892.9,46,1005_b,
1005,2,wm,34,,question,892.9,893.8,46,1005_b,
1005,2,wm,35,,anwser,909.7,915.1,55,1005_b,
1005,2,wm,35,,question,915.1,915.8,55,1005_b,
1005,2,wm,36,,anwser,936.9,942.3,50,1005_b,
1005,2,wm,36,,question,942.3,943.4,50,1005_b,
1005,2,wm,37,,anwser,962.8,968.2,42,1005_b,
1005,2,wm,37,,question,968.2,969,42,1005_b,
1005,2,wm,38,,anwser,987.5,992.8,74,1005_b,
1005,2,wm,38,,question,992.8,993.6,74,1005_b,
1005,2,wm,39,,anwser,1012.6,1018,62,1005_b,
1005,2,wm,39,,question,1025.6,1028.4,62,1005_b,
1005,2,wm,40,,anwser,1052.3,1058.2,57,1005_b,
1005,2,wm,40,,question,1058.2,1058.9,57,1005_b,
1006,1,normal,1,,question,38,43.9,14,1006_a,
1006,1,normal,1,,anwser,43.9,44.7,14,1006_a,
1006,1,normal,2,,question,46,51.8,7,1006_a,
1006,1,normal,2,,anwser,51.8,52.7,7,1006_a,
1006,1,normal,3,,question,55,60.3,30,1006_a,
1006,1,normal,3,,anwser,60.3,61,30,1006_a,
1006,1,normal,4,,question,62.6,67.8,38,1006_a,
1006,1,normal,4,,anwser,67.8,68.5,38,1006_a,
1006,1,normal,5,,question,70,75.6,19,1006_a,
1006,1,normal,5,,anwser,75.6,76.6,19,1006_a,
1006,1,normal,6,,question,78,84,5,1006_a,
1006,1,normal,6,,anwser,84,85,5,1006_a,
1006,1,normal,7,,question,86,92.2,25,1006_a,
1006,1,normal,7,,anwser,92.2,93,25,1006_a,
1006,1,normal,8,,question,95,100.5,22,1006_a,
1006,1,normal,8,,anwser,100.5,102,22,1006_a,
1006,1,normal,9,,question,103,109,29,1006_a,
1006,1,normal,9,,anwser,109,109.7,29,1006_a,
1006,1,normal,10,,question,111,116.8,26,1006_a,
1006,1,normal,10,,anwser,116.8,117.7,26,1006_a,
1006,1,normal,11,,question,119.5,125,17,1006_a,
1006,1,normal,11,,anwser,125,126.1,17,1006_a,
1006,1,normal,12,,question,127.8,133.5,36,1006_a,
1006,1,normal,12,,anwser,133.5,134.1,36,1006_a,
1006,1,normal,13,,question,135.3,141,8,1006_a,
1006,1,normal,13,,anwser,141,142.2,8,1006_a,
1006,1,normal,14,,question,143.5,149.1,12,1006_a,
1006,1,normal,14,,anwser,149.1,150.4,12,1006_a,
1006,1,normal,15,,question,152.3,157.8,35,1006_a,
1006,1,normal,15,,question,157.8,158.5,35,1006_a,
1006,1,normal,16,,anwser,160.5,166.3,21,1006_a,
1006,1,normal,16,,question,166.3,166.9,21,1006_a,
1006,1,normal,17,,anwser,168.4,174,37,1006_a,
1006,1,normal,17,,question,174,175.4,37,1006_a,
1006,1,normal,18,,anwser,177.2,182.8,18,1006_a,
1006,1,normal,18,,question,182.8,183.8,18,1006_a,
1006,1,normal,19,,anwser,185.3,190.6,3,1006_a,
1006,1,normal,19,,question,190.6,192.3,3,1006_a,
1006,1,normal,20,,anwser,193.8,199.3,27,1006_a,
1006,1,normal,20,,question,199.3,200.5,27,1006_a,
1006,1,normal,21,,anwser,203.2,208.2,33,1006_a,
1006,1,normal,21,,question,208.2,208.8,33,1006_a,
1006,1,normal,22,,anwser,211,216.4,16,1006_a,
1006,1,normal,22,,question,216.4,217.5,16,1006_a,
1006,1,normal,23,,anwser,220.2,225.6,11,1006_a,
1006,1,normal,23,,question,225.6,226.6,11,1006_a,
1006,1,normal,24,,anwser,228.3,233.6,32,1006_a,
1006,1,normal,24,,question,233.6,234.7,32,1006_a,
1006,1,normal,25,,anwser,236.4,242,20,1006_a,
1006,1,normal,25,,question,242,242.8,20,1006_a,
1006,1,normal,26,,anwser,244.9,249.9,6,1006_a,
1006,1,normal,26,,question,249.9,250.8,6,1006_a,
1006,1,normal,27,,anwser,252.8,258.1,40,1006_a,
1006,1,normal,27,,question,258.1,259.2,40,1006_a,
1006,1,normal,28,,anwser,260.5,266.1,31,1006_a,
1006,1,normal,28,,question,266.1,266.9,31,1006_a,
1006,1,normal,29,,anwser,268.3,273.8,15,1006_a,
1006,1,normal,29,,question,273.8,274.6,15,1006_a,
1006,1,normal,30,,anwser,276.1,281.3,23,1006_a,
1006,1,normal,30,,question,281.3,282.2,23,1006_a,
1006,1,normal,31,,anwser,282.9,289.4,1,1006_a,
1006,1,normal,31,,question,289.4,290.5,1,1006_a,
1006,1,normal,32,,anwser,292.2,297.6,4,1006_a,
1006,1,normal,32,,question,297.6,298.4,4,1006_a,
1006,1,normal,33,,anwser,300.5,306.1,24,1006_a,
1006,1,normal,33,,question,306.1,307.1,24,1006_a,
1006,1,normal,34,,anwser,309.2,314.7,28,1006_a,
1006,1,normal,34,,question,314.7,315.9,28,1006_a,
1006,1,normal,35,,anwser,317.4,323,10,1006_a,
1006,1,normal,35,,question,323,324.4,10,1006_a,
1006,1,normal,36,,anwser,326,331.8,34,1006_a,
1006,1,normal,36,,question,331.8,332.9,34,1006_a,
1006,1,normal,37,,anwser,334.4,340,13,1006_a,
1006,1,normal,37,,question,340,341,13,1006_a,
1006,1,normal,38,,anwser,341.9,347.6,2,1006_a,
1006,1,normal,38,,question,347.6,349,2,1006_a,
1006,1,normal,39,,anwser,350.6,356.1,9,1006_a,
1006,1,normal,39,,question,356.1,356.9,9,1006_a,
1006,1,normal,40,,anwser,358.4,364.2,39,1006_a,
1006,2,normal,40,,question,364.2,365.3,39,1006_a,
1006,2,normal,1,,anwser,51.3,57.1,77,1006_b,
1006,2,normal,1,,question,57.1,58.5,77,1006_b,
1006,2,normal,2,,anwser,60.2,65.7,70,1006_b,
1006,2,normal,2,,question,65.7,67.3,70,1006_b,
1006,2,normal,3,,anwser,68.6,74.2,58,1006_b,
1006,2,normal,3,,question,74.2,75.6,58,1006_b,
1006,2,normal,4,,anwser,76.8,82.4,54,1006_b,
1006,2,normal,4,,question,82.4,83.5,54,1006_b,
1006,2,normal,5,,anwser,85.7,90.9,50,1006_b,
1006,2,normal,5,,question,90.9,92,50,1006_b,
1006,2,normal,6,,anwser,93.4,98.7,67,1006_b,
1006,2,normal,6,,question,98.7,99.5,67,1006_b,
1006,2,normal,7,,anwser,100.6,106.2,45,1006_b,
1006,2,normal,7,,question,106.2,107.3,45,1006_b,
1006,2,normal,8,,anwser,109,114.4,72,1006_b,
1006,2,normal,8,,question,114.4,115.7,72,1006_b,
1006,2,normal,9,,anwser,116.8,122.6,63,1006_b,
1006,2,normal,9,,question,122.6,123.7,63,1006_b,
1006,2,normal,10,,anwser,125.1,130.8,73,1006_b,
1006,2,normal,10,,question,130.8,131.6,73,1006_b,
1006,2,normal,11,,anwser,133,138.6,56,1006_b,
1006,2,normal,11,,question,138.6,139.3,56,1006_b,
1006,2,normal,12,,anwser,141.5,147.2,49,1006_b,
1006,2,normal,12,,question,147.2,147.9,49,1006_b,
1006,2,normal,13,,anwser,149.8,155.3,61,1006_b,
1006,2,normal,13,,question,155.3,156,61,1006_b,
1006,2,normal,14,,anwser,157.4,163,71,1006_b,
1006,2,normal,14,,question,163,163.8,71,1006_b,
1006,2,normal,15,,anwser,165.2,171,79,1006_b,
1006,2,normal,15,,question,171,172,79,1006_b,
1006,2,normal,16,,anwser,173.5,179.3,46,1006_b,
1006,2,normal,16,,question,179.3,180.3,46,1006_b,
1006,2,normal,17,,anwser,181.5,187.2,41,1006_b,
1006,2,normal,17,,question,187.2,187.9,41,1006_b,
1006,2,normal,18,,anwser,189.9,195.7,43,1006_b,
1006,2,normal,18,,question,195.7,197.2,43,1006_b,
1006,2,normal,19,,anwser,199.2,204.6,65,1006_b,
1006,2,normal,19,,question,204.6,206.5,65,1006_b,
1006,2,normal,20,,anwser,208.2,213.9,53,1006_b,
1006,2,normal,20,,question,213.9,214.7,53,1006_b,
1006,2,normal,21,,anwser,216.5,222.4,80,1006_b,
1006,2,normal,21,,question,222.4,223.4,80,1006_b,
1006,2,normal,22,,anwser,224.8,230.2,75,1006_b,
1006,2,normal,22,,question,230.2,231,75,1006_b,
1006,2,normal,23,,anwser,233.2,238.9,78,1006_b,
1006,2,normal,23,,question,238.9,240.4,78,1006_b,
1006,2,normal,24,,anwser,241.5,248,44,1006_b,
1006,2,normal,24,,question,248,249,44,1006_b,
1006,2,normal,25,,anwser,250.3,256.1,62,1006_b,
1006,2,normal,25,,question,256.1,256.9,62,1006_b,
1006,2,normal,26,,anwser,258.3,264.1,51,1006_b,
1006,2,normal,26,,question,264.1,265.3,51,1006_b,
1006,2,normal,27,,anwser,266,271.7,59,1006_b,
1006,2,normal,27,,question,271.7,272.5,59,1006_b,
1006,2,normal,28,,anwser,274.2,279.7,76,1006_b,
1006,2,normal,28,,question,279.7,280.5,76,1006_b,
1006,2,normal,29,,anwser,281.9,287.8,74,1006_b,
1006,2,normal,29,,question,287.8,288.7,74,1006_b,
1006,2,normal,30,,anwser,291.1,297,64,1006_b,
1006,2,normal,30,,question,297,297.9,64,1006_b,
1006,2,normal,31,,anwser,299.5,305.1,57,1006_b,
1006,2,normal,31,,question,305.1,306.1,57,1006_b,
1006,2,normal,32,,anwser,308.2,314.1,68,1006_b,
1006,2,normal,32,,question,314.1,314.8,68,1006_b,
1006,2,normal,33,,anwser,316.4,322,69,1006_b,
1006,2,normal,33,,question,322,323,69,1006_b,
1006,2,normal,34,,anwser,324.7,330,52,1006_b,
1006,2,normal,34,,question,330,330.9,52,1006_b,
1006,2,normal,35,,anwser,333.4,339,42,1006_b,
1006,2,normal,35,,question,339,339.8,42,1006_b,
1006,2,normal,36,,anwser,341.2,347.3,66,1006_b,
1006,2,normal,36,,question,347.3,347.8,66,1006_b,
1006,2,normal,37,,anwser,348.9,354.4,60,1006_b,
1006,2,normal,37,,question,354.4,355.5,60,1006_b,
1006,2,normal,38,,anwser,357.7,363.3,55,1006_b,
1006,2,normal,38,,question,363.3,364.2,55,1006_b,
1006,2,normal,39,,anwser,366,371.5,48,1006_b,
1006,2,normal,39,,question,371.5,373.5,48,1006_b,
1006,2,normal,40,,anwser,374.4,380,47,1006_b,
1006,2,normal,40,,question,380,381.8,47,1006_b,
1007,1,wm,1,,question,42.3,47.6,23,1007_a,
1007,1,wm,1,,anwser,47.6,49.1,23,1007_a,
1007,1,wm,2,,question,61.1,66.7,34,1007_a,
1007,1,wm,2,,anwser,66.7,67.6,34,1007_a,
1007,1,wm,3,,question,97,102.5,19,1007_a,
1007,1,wm,3,,anwser,102.5,103.5,19,1007_a,
1007,1,wm,4,,question,118.9,124.3,38,1007_a,
1007,1,wm,4,,anwser,124.3,125.3,38,1007_a,
1007,1,wm,5,,question,144.7,150.1,3,1007_a,
1007,1,wm,5,,anwser,150.1,151,3,1007_a,
1007,1,wm,6,,question,165.9,171.2,27,1007_a,
1007,1,wm,6,,anwser,171.2,172.3,27,1007_a,
1007,1,wm,7,,question,196.4,201.6,35,1007_a,
1007,1,wm,7,,anwser,201.6,204.5,35,1007_a,
1007,1,wm,8,,question,225.1,230.6,37,1007_a,
1007,1,wm,8,,anwser,230.6,231.4,37,1007_a,
1007,1,wm,9,,question,242.9,248.4,31,1007_a,
1007,1,wm,9,,anwser,248.4,249,31,1007_a,
1007,1,wm,10,,question,263.1,268.6,9,1007_a,
1007,1,wm,10,,anwser,268.6,269.3,9,1007_a,
1007,1,wm,11,,question,291.9,297.2,1,1007_a,
1007,1,wm,11,,anwser,297.2,298,1,1007_a,
1007,1,wm,12,,question,316,321.5,14,1007_a,
1007,1,wm,12,,anwser,321.5,322.6,14,1007_a,
1007,1,wm,13,,question,340.5,346,10,1007_a,
1007,1,wm,13,,anwser,346,346.8,10,1007_a,
1007,1,wm,14,,question,371.3,376.7,20,1007_a,
1007,1,wm,14,,anwser,376.7,377.6,20,1007_a,
1007,1,wm,15,,question,389.2,394.8,25,1007_a,
1007,1,wm,15,,question,394.8,395.7,25,1007_a,
1007,1,wm,16,,anwser,409.4,414.8,18,1007_a,
1007,1,wm,16,,question,414.8,415.9,18,1007_a,
1007,1,wm,17,,anwser,440.8,446.3,22,1007_a,
1007,1,wm,17,,question,446.3,447.1,22,1007_a,
1007,1,wm,18,,anwser,482.1,487.7,4,1007_a,
1007,1,wm,18,,question,487.7,488.4,4,1007_a,
1007,1,wm,19,,anwser,508.3,513.7,8,1007_a,
1007,1,wm,19,,question,513.7,514.6,8,1007_a,
1007,1,wm,20,,anwser,529.1,534.9,21,1007_a,
1007,1,wm,20,,question,534.9,535.7,21,1007_a,
1007,1,wm,21,,anwser,556.5,561.9,12,1007_a,
1007,1,wm,21,,question,561.9,562.9,12,1007_a,
1007,1,wm,22,,anwser,578.3,583.6,5,1007_a,
1007,1,wm,22,,question,583.6,584.4,5,1007_a,
1007,1,wm,23,,anwser,611.2,616.5,15,1007_a,
1007,1,wm,23,,question,616.5,617.1,15,1007_a,
1007,1,wm,24,,anwser,631.6,636.9,32,1007_a,
1007,1,wm,24,,question,636.9,638.4,32,1007_a,
1007,1,wm,25,,anwser,652.4,657.9,28,1007_a,
1007,1,wm,25,,question,657.9,658.6,28,1007_a,
1007,1,wm,26,,anwser,686.1,691.2,2,1007_a,
1007,1,wm,26,,question,691.2,691.8,2,1007_a,
1007,1,wm,27,,anwser,705.3,710.7,24,1007_a,
1007,1,wm,27,,question,710.7,711.7,24,1007_a,
1007,1,wm,28,,anwser,728.4,734.3,6,1007_a,
1007,1,wm,28,,question,734.3,735.1,6,1007_a,
1007,1,wm,29,,anwser,747,752.6,39,1007_a,
1007,1,wm,29,,question,752.6,753.5,39,1007_a,
1007,1,wm,30,,anwser,766.5,772.6,7,1007_a,
1007,1,wm,30,,question,772.6,773.6,7,1007_a,
1007,1,wm,31,,anwser,788.5,793.5,26,1007_a,
1007,1,wm,31,,question,793.5,794.6,26,1007_a,
1007,1,wm,32,,anwser,810.6,816,17,1007_a,
1007,1,wm,32,,question,816,817,17,1007_a,
1007,1,wm,33,,anwser,839.5,845,40,1007_a,
1007,1,wm,33,,question,845,846.4,40,1007_a,
1007,1,wm,34,,anwser,858.7,863.8,30,1007_a,
1007,1,wm,34,,question,863.8,864.6,30,1007_a,
1007,1,wm,35,,anwser,876.2,881.6,29,1007_a,
1007,1,wm,35,,question,881.6,882.4,29,1007_a,
1007,1,wm,36,,anwser,927.1,932.5,13,1007_a,
1007,1,wm,36,,question,932.5,933.2,13,1007_a,
1007,1,wm,37,,anwser,953.5,959.3,11,1007_a,
1007,1,wm,37,,question,959.3,959.9,11,1007_a,
1007,1,wm,38,,anwser,972.5,977.9,36,1007_a,
1007,1,wm,38,,question,977.9,979.2,36,1007_a,
1007,1,wm,39,,anwser,997.3,1002.6,16,1007_a,
1007,1,wm,39,,question,1002.6,1004.2,16,1007_a,
1007,1,wm,40,,anwser,1026.7,1032.3,33,1007_a,
1007,2,wm,40,,question,1032.3,1033.5,33,1007_a,
1007,2,wm,1,,anwser,NA,NA,44,1007_b,this trial is bad a pop-up came up in the middle of the trial 
1007,2,wm,1,,question,NA,NA,44,1007_b,
1007,2,wm,2,,anwser,104,109.4,54,1007_b,
1007,2,wm,2,,question,109.4,110.1,54,1007_b,
1007,2,wm,3,,anwser,124,129.4,78,1007_b,
1007,2,wm,3,,question,129.4,130.1,78,1007_b,
1007,2,wm,4,,anwser,144.7,150.2,65,1007_b,
1007,2,wm,4,,question,150.2,151.1,65,1007_b,
1007,2,wm,5,,anwser,164.2,169.8,79,1007_b,
1007,2,wm,5,,question,169.8,170.4,79,1007_b,
1007,2,wm,6,,anwser,185.9,191.3,47,1007_b,
1007,2,wm,6,,question,191.3,192,47,1007_b,
1007,2,wm,7,,anwser,207.3,212.9,68,1007_b,
1007,2,wm,7,,question,212.9,213.7,68,1007_b,
1007,2,wm,8,,anwser,227.4,233,77,1007_b,
1007,2,wm,8,,question,233,234,77,1007_b,
1007,2,wm,9,,anwser,246,251.9,72,1007_b,
1007,2,wm,9,,question,251.9,252.7,72,1007_b,
1007,2,wm,10,,anwser,270.8,276.4,50,1007_b,
1007,2,wm,10,,question,276.4,277.2,50,1007_b,
1007,2,wm,11,,anwser,290.1,295.7,46,1007_b,
1007,2,wm,11,,question,295.7,296.5,46,1007_b,
1007,2,wm,12,,anwser,311.1,316.5,70,1007_b,
1007,2,wm,12,,question,316.5,317.4,70,1007_b,
1007,2,wm,13,,anwser,331,336.3,59,1007_b,
1007,2,wm,13,,question,336.3,337.4,59,1007_b,
1007,2,wm,14,,anwser,353.2,358.6,71,1007_b,
1007,2,wm,14,,question,358.6,359.8,71,1007_b,
1007,2,wm,15,,anwser,378,383.4,56,1007_b,
1007,2,wm,15,,question,383.4,384.4,56,1007_b,
1007,2,wm,16,,anwser,401.3,406.8,49,1007_b,
1007,2,wm,16,,question,406.8,407.7,49,1007_b,
1007,2,wm,17,,anwser,424,429.7,60,1007_b,
1007,2,wm,17,,question,429.7,430.8,60,1007_b,
1007,2,wm,18,,anwser,447.2,452.8,57,1007_b,
1007,2,wm,18,,question,452.8,453.6,57,1007_b,
1007,2,wm,19,,anwser,467.7,472.8,55,1007_b,
1007,2,wm,19,,question,472.8,473.6,55,1007_b,
1007,2,wm,20,,anwser,484.5,491.2,41,1007_b,
1007,2,wm,20,,question,491.2,492,41,1007_b,
1007,2,wm,21,,anwser,502.9,508.2,58,1007_b,
1007,2,wm,21,,question,508.2,509,58,1007_b,
1007,2,wm,22,,anwser,523.7,529.3,63,1007_b,
1007,2,wm,22,,question,529.3,530.3,63,1007_b,
1007,2,wm,23,,anwser,543.6,549.1,69,1007_b,
1007,2,wm,23,,question,549.1,550.1,69,1007_b,
1007,2,wm,24,,anwser,568,573.8,48,1007_b,
1007,2,wm,24,,question,573.8,574.7,48,1007_b,
1007,2,wm,25,,anwser,657.3,662.9,73,1007_b,
1007,2,wm,25,,question,662.9,663.8,73,1007_b,
1007,2,wm,26,,anwser,683.4,688.9,75,1007_b,
1007,2,wm,26,,question,688.9,690,75,1007_b,
1007,2,wm,27,,anwser,705.6,711.1,42,1007_b,
1007,2,wm,27,,question,711.1,711.8,42,1007_b,
1007,2,wm,28,,anwser,734.1,739.6,76,1007_b,
1007,2,wm,28,,question,739.6,740.5,76,1007_b,
1007,2,wm,29,,anwser,754.3,759.9,62,1007_b,
1007,2,wm,29,,question,759.9,760,62,1007_b,
1007,2,wm,30,,anwser,772.2,777.7,52,1007_b,
1007,2,wm,30,,question,777.7,778.2,52,1007_b,
1007,2,wm,31,,anwser,789.6,795.1,51,1007_b,
1007,2,wm,31,,question,795.1,795.9,51,1007_b,
1007,2,wm,32,,anwser,818.3,823.8,61,1007_b,
1007,2,wm,32,,question,823.8,824.4,61,1007_b,
1007,2,wm,33,,anwser,842.1,847.6,45,1007_b,
1007,2,wm,33,,question,847.6,848.5,45,1007_b,
1007,2,wm,34,,anwser,861.2,866.8,80,1007_b,
1007,2,wm,34,,question,866.8,867.6,80,1007_b,
1007,2,wm,35,,anwser,887.6,893.7,53,1007_b,
1007,2,wm,35,,question,893.7,894.2,53,1007_b,
1007,2,wm,36,,anwser,906.7,912.1,67,1007_b,
1007,2,wm,36,,question,912.1,912.7,67,1007_b,
1007,2,wm,37,,anwser,924.9,930.2,64,1007_b,
1007,2,wm,37,,question,930.2,931.1,64,1007_b,
1007,2,wm,38,,anwser,944.5,950.1,66,1007_b,
1007,2,wm,38,,question,950.1,951,66,1007_b,
1007,2,wm,39,,anwser,969,974.5,43,1007_b,
1007,2,wm,39,,question,974.5,975.1,43,1007_b,
1007,2,wm,40,,anwser,990,995.6,74,1007_b,
1007,2,wm,40,,question,995.6,996.7,74,1007_b,
1008,1,normal,1,,question,86.1,91.7,12,1008_a,
1008,1,normal,1,,anwser,91.7,92.7,12,1008_a,
1008,1,normal,2,,question,95.9,101.9,6,1008_a,
1008,1,normal,2,,anwser,101.9,102.6,6,1008_a,
1008,1,normal,3,,question,103.9,109.8,39,1008_a,
1008,1,normal,3,,anwser,109.8,110.6,39,1008_a,
1008,1,normal,4,,question,112.4,118.4,36,1008_a,
1008,1,normal,4,,anwser,118.4,119.1,36,1008_a,
1008,1,normal,5,,question,120.2,125.7,35,1008_a,
1008,1,normal,5,,anwser,125.7,126.5,35,1008_a,
1008,1,normal,6,,question,127.7,133.2,10,1008_a,
1008,1,normal,6,,anwser,133.2,133.7,10,1008_a,
1008,1,normal,7,,question,135.2,140.4,8,1008_a,
1008,1,normal,7,,anwser,140.4,141.3,8,1008_a,
1008,1,normal,8,,question,142,147.8,38,1008_a,
1008,1,normal,8,,anwser,147.8,148.4,38,1008_a,
1008,1,normal,9,,question,149.2,154.7,37,1008_a,
1008,1,normal,9,,anwser,154.7,155.3,37,1008_a,
1008,1,normal,10,,question,156.8,162.2,1,1008_a,
1008,1,normal,10,,anwser,162.2,162.9,1,1008_a,
1008,1,normal,11,,question,164,169.8,18,1008_a,
1008,1,normal,11,,anwser,169.8,170.6,18,1008_a,
1008,1,normal,12,,question,171.9,177.6,9,1008_a,
1008,1,normal,12,,anwser,177.6,178.3,9,1008_a,
1008,1,normal,13,,question,179.7,185,16,1008_a,
1008,1,normal,13,,anwser,185,186,16,1008_a,
1008,1,normal,14,,question,187.5,192.6,32,1008_a,
1008,1,normal,14,,anwser,192.6,193.2,32,1008_a,
1008,1,normal,15,,question,194.4,200.1,25,1008_a,
1008,1,normal,15,,question,200,200.5,25,1008_a,
1008,1,normal,16,,anwser,201.4,207,4,1008_a,
1008,1,normal,16,,question,207,207.6,4,1008_a,
1008,1,normal,17,,anwser,208.7,214.3,40,1008_a,
1008,1,normal,17,,question,214.3,215.4,40,1008_a,
1008,1,normal,18,,anwser,216.6,222.1,5,1008_a,
1008,1,normal,18,,question,222.1,222.7,5,1008_a,
1008,1,normal,19,,anwser,223.8,229.8,15,1008_a,
1008,1,normal,19,,question,229.8,230.5,15,1008_a,
1008,1,normal,20,,anwser,232.2,237.8,31,1008_a,
1008,1,normal,20,,question,237.8,238.4,31,1008_a,
1008,1,normal,21,,anwser,239.3,245.3,3,1008_a,
1008,1,normal,21,,question,245.3,245.9,3,1008_a,
1008,1,normal,22,,anwser,246.8,252.8,2,1008_a,
1008,1,normal,22,,question,252.8,253.6,2,1008_a,
1008,1,normal,23,,anwser,255.2,260.5,21,1008_a,
1008,1,normal,23,,question,260.5,261.5,21,1008_a,
1008,1,normal,24,,anwser,262.5,268.1,34,1008_a,
1008,1,normal,24,,question,268.1,268.8,34,1008_a,
