Participant,Block,version,Trial,Difficulty,Part,Start,Stop,PicNumber,video,
1008,1,normal,25,,anwser,269.7,275,13,1008_a,
1008,1,normal,25,,question,275,276,13,1008_a,
1008,1,normal,26,,anwser,277.5,283.1,30,1008_a,
1008,1,normal,26,,question,283.1,283.5,30,1008_a,
1008,1,normal,27,,anwser,284.8,290.1,29,1008_a,
1008,1,normal,27,,question,290.1,290.7,29,1008_a,
1008,1,normal,28,,anwser,292,297.9,17,1008_a,
1008,1,normal,28,,question,297.9,298.6,17,1008_a,
1008,1,normal,29,,anwser,300.2,305.9,24,1008_a,
1008,1,normal,29,,question,305.9,306.6,24,1008_a,
1008,1,normal,30,,anwser,308.4,313.8,23,1008_a,
1008,1,normal,30,,question,313.8,314.4,23,1008_a,
1008,1,normal,31,,anwser,315.5,320.9,33,1008_a,
1008,1,normal,31,,question,320.9,321.7,33,1008_a,
1008,1,normal,32,,anwser,322.9,328.5,26,1008_a,
1008,1,normal,32,,question,328.5,329.3,26,1008_a,
1008,1,normal,33,,anwser,329.9,335.5,22,1008_a,
1008,1,normal,33,,question,335.5,336.5,22,1008_a,
1008,1,normal,34,,anwser,338,343.4,27,1008_a,
1008,1,normal,34,,question,343.4,344.2,27,1008_a,
1008,1,normal,35,,anwser,345.3,350.9,28,1008_a,
1008,1,normal,35,,question,350.9,351.3,28,1008_a,
1008,1,normal,36,,anwser,352.9,358.3,11,1008_a,
1008,1,normal,36,,question,358,359,11,1008_a,
1008,1,normal,37,,anwser,360.4,366.1,19,1008_a,
1008,1,normal,37,,question,366.1,366.7,19,1008_a,
1008,1,normal,38,,anwser,367.9,373.5,7,1008_a,
1008,1,normal,38,,question,373.5,374.1,7,1008_a,
1008,1,normal,39,,anwser,375.3,380.7,14,1008_a,
1008,1,normal,39,,question,380.7,381.4,14,1008_a,
1008,1,normal,40,,anwser,382.9,390,20,1008_a,
1008,2,normal,40,,question,390,390.8,20,1008_a,
1008,2,normal,1,,anwser,42.6,48.6,58,1008_b,
1008,2,normal,1,,question,48.6,49,58,1008_b,
1008,2,normal,2,,anwser,50.1,55.9,53,1008_b,
1008,2,normal,2,,question,55.9,56.5,53,1008_b,
1008,2,normal,3,,anwser,57.8,63.1,69,1008_b,
1008,2,normal,3,,question,63.1,63.7,69,1008_b,
1008,2,normal,4,,anwser,64.9,70.4,76,1008_b,
1008,2,normal,4,,question,70.4,71.2,76,1008_b,
1008,2,normal,5,,anwser,73.7,79.5,52,1008_b,
1008,2,normal,5,,question,79.5,80.4,52,1008_b,
1008,2,normal,6,,anwser,81.6,87.4,68,1008_b,
1008,2,normal,6,,question,87.4,88.3,68,1008_b,
1008,2,normal,7,,anwser,89.7,95.3,45,1008_b,
1008,2,normal,7,,question,95.3,96.3,45,1008_b,
1008,2,normal,8,,anwser,97.6,103.1,48,1008_b,
1008,2,normal,8,,question,103.1,103.5,48,1008_b,
1008,2,normal,9,,anwser,104.5,110.3,41,1008_b,
1008,2,normal,9,,question,110.3,110.9,41,1008_b,
1008,2,normal,10,,anwser,111.9,117.6,64,1008_b,
1008,2,normal,10,,question,117.6,118.3,64,1008_b,
1008,2,normal,11,,anwser,119.7,125.3,80,1008_b,
1008,2,normal,11,,question,125.3,126.1,80,1008_b,
1008,2,normal,12,,anwser,128.2,133.1,59,1008_b,
1008,2,normal,12,,question,133.1,133.8,59,1008_b,
1008,2,normal,13,,anwser,135.4,141.1,62,1008_b,
1008,2,normal,13,,question,141.1,141.6,62,1008_b,
1008,2,normal,14,,anwser,143.3,148.8,63,1008_b,
1008,2,normal,14,,question,148.8,149.5,63,1008_b,
1008,2,normal,15,,anwser,150.6,156.3,46,1008_b,
1008,2,normal,15,,question,156.3,157,46,1008_b,
1008,2,normal,16,,anwser,157.9,163.8,61,1008_b,
1008,2,normal,16,,question,163.8,164.3,61,1008_b,
1008,2,normal,17,,anwser,165.7,171.2,47,1008_b,
1008,2,normal,17,,question,171.2,171.7,47,1008_b,
1008,2,normal,18,,anwser,172.9,178.2,44,1008_b,
1008,2,normal,18,,question,178.2,179.2,44,1008_b,
1008,2,normal,19,,anwser,181,186.3,79,1008_b,
1008,2,normal,19,,question,186.3,187,79,1008_b,
1008,2,normal,20,,anwser,188.4,193.9,74,1008_b,
1008,2,normal,20,,question,193.9,194.5,74,1008_b,
1008,2,normal,21,,anwser,195.7,201.2,56,1008_b,
1008,2,normal,21,,question,201.2,201.8,56,1008_b,
1008,2,normal,22,,anwser,204.2,209.1,55,1008_b,
1008,2,normal,22,,question,209.1,209.6,55,1008_b,
1008,2,normal,23,,anwser,211,216.4,42,1008_b,
1008,2,normal,23,,question,216.4,217,42,1008_b,
1008,2,normal,24,,anwser,218.6,224,66,1008_b,
1008,2,normal,24,,question,224,224.8,66,1008_b,
1008,2,normal,25,,anwser,226.5,232.2,75,1008_b,
1008,2,normal,25,,question,232.2,232.6,75,1008_b,
1008,2,normal,26,,anwser,234.1,239.9,51,1008_b,
1008,2,normal,26,,question,239.9,240.8,51,1008_b,
1008,2,normal,27,,anwser,241.8,247,73,1008_b,
1008,2,normal,27,,question,247,247.6,73,1008_b,
1008,2,normal,28,,anwser,249.2,254.9,49,1008_b,
1008,2,normal,28,,question,254.9,255.5,49,1008_b,
1008,2,normal,29,,anwser,256.9,262.6,77,1008_b,
1008,2,normal,29,,question,262.6,263.4,77,1008_b,
1008,2,normal,30,,anwser,264.3,269.8,60,1008_b,
1008,2,normal,30,,question,269.8,270.4,60,1008_b,
1008,2,normal,31,,anwser,272,278,50,1008_b,
1008,2,normal,31,,question,278,278.7,50,1008_b,
1008,2,normal,32,,anwser,279.5,285.2,54,1008_b,
1008,2,normal,32,,question,285.2,285.7,54,1008_b,
1008,2,normal,33,,anwser,287.1,292.8,67,1008_b,
1008,2,normal,33,,question,292.8,293.6,67,1008_b,
1008,2,normal,34,,anwser,294.4,300.1,72,1008_b,
1008,2,normal,34,,question,300.1,301.1,72,1008_b,
1008,2,normal,35,,anwser,302.1,308,78,1008_b,
1008,2,normal,35,,question,308,308.6,78,1008_b,
1008,2,normal,36,,anwser,309.7,315,43,1008_b,
1008,2,normal,36,,question,315,315.8,43,1008_b,
1008,2,normal,37,,anwser,316.9,322.9,71,1008_b,
1008,2,normal,37,,question,322.9,323.7,71,1008_b,
1008,2,normal,38,,anwser,324.7,330.6,65,1008_b,
1008,2,normal,38,,question,330.6,331.1,65,1008_b,
1008,2,normal,39,,anwser,332.7,338.3,57,1008_b,
1008,2,normal,39,,question,338.3,339.1,57,1008_b,
1008,2,normal,40,,anwser,340.2,346,70,1008_b,
1008,2,normal,40,,question,346,346.5,70,1008_b,
1009,1,wm,1,,question,53.7,59,6,1009_a,
1009,1,wm,1,,anwser,59,59.6,6,1009_a,
1009,1,wm,2,,question,84.6,90,31,1009_a,
1009,1,wm,2,,anwser,90,90.6,31,1009_a,
1009,1,wm,3,,question,113.2,118.4,36,1009_a,
1009,1,wm,3,,anwser,118.4,119.1,36,1009_a,
1009,1,wm,4,,question,135.8,141.3,3,1009_a,
1009,1,wm,4,,anwser,141.3,142.1,3,1009_a,
1009,1,wm,5,,question,154.2,159.6,40,1009_a,
1009,1,wm,5,,anwser,159.6,160.5,40,1009_a,
1009,1,wm,6,,question,171.7,176.9,26,1009_a,
1009,1,wm,6,,anwser,176.9,177.7,26,1009_a,
1009,1,wm,7,,question,190,195.3,28,1009_a,
1009,1,wm,7,,anwser,195.3,196,28,1009_a,
1009,1,wm,8,,question,209.4,214.8,2,1009_a,
1009,1,wm,8,,anwser,214.8,215.5,2,1009_a,
1009,1,wm,9,,question,226.5,232.5,24,1009_a,
1009,1,wm,9,,anwser,232.5,233.2,24,1009_a,
1009,1,wm,10,,question,244.9,250.3,11,1009_a,
1009,1,wm,10,,anwser,250.3,251.1,11,1009_a,
1009,1,wm,11,,question,264.3,269.8,33,1009_a,
1009,1,wm,11,,anwser,269.8,270.4,33,1009_a,
1009,1,wm,12,,question,282.1,287.4,34,1009_a,
1009,1,wm,12,,anwser,287.4,288.2,34,1009_a,
1009,1,wm,13,,question,298.8,304.2,22,1009_a,
1009,1,wm,13,,anwser,304.2,305.9,22,1009_a,
1009,1,wm,14,,question,318.1,323.8,23,1009_a,
1009,1,wm,14,,anwser,323.8,324.4,23,1009_a,
1009,1,wm,15,,question,335.1,340.6,20,1009_a,
1009,1,wm,15,,question,340.6,341.4,20,1009_a,
1009,1,wm,16,,anwser,361.5,367,21,1009_a,
1009,1,wm,16,,question,367,368.1,21,1009_a,
1009,1,wm,17,,anwser,380.6,385.7,32,1009_a,
1009,1,wm,17,,question,385.7,386.5,32,1009_a,
1009,1,wm,18,,anwser,397.5,402.9,9,1009_a,
1009,1,wm,18,,question,402.9,403.3,9,1009_a,
1009,1,wm,19,,anwser,414.4,420,39,1009_a,
1009,1,wm,19,,question,420,420.7,39,1009_a,
1009,1,wm,20,,anwser,433.1,438.3,8,1009_a,
1009,1,wm,20,,question,438.3,439,8,1009_a,
1009,1,wm,21,,anwser,451,456.4,19,1009_a,
1009,1,wm,21,,question,456.4,457.5,19,1009_a,
1009,1,wm,22,,anwser,469.5,474.4,17,1009_a,
1009,1,wm,22,,question,474.4,475.4,17,1009_a,
1009,1,wm,23,,anwser,488.2,493.4,13,1009_a,
1009,1,wm,23,,question,493.4,494,13,1009_a,
1009,1,wm,24,,anwser,510.6,516,14,1009_a,
1009,1,wm,24,,question,516,516.9,14,1009_a,
1009,1,wm,25,,anwser,530.3,535.9,30,1009_a,
1009,1,wm,25,,question,535.9,536.7,30,1009_a,
1009,1,wm,26,,anwser,549.5,554.7,35,1009_a,
1009,1,wm,26,,question,554.7,555.8,35,1009_a,
1009,1,wm,27,,anwser,570.4,575.8,27,1009_a,
1009,1,wm,27,,question,575.8,576.5,27,1009_a,
1009,1,wm,28,,anwser,587.2,592.7,5,1009_a,
1009,1,wm,28,,question,592.7,593.6,5,1009_a,
1009,1,wm,29,,anwser,606.1,611.2,10,1009_a,
1009,1,wm,29,,question,611.2,612.2,10,1009_a,
1009,1,wm,30,,anwser,625.2,630.7,25,1009_a,
1009,1,wm,30,,question,630.7,631.6,25,1009_a,
1009,1,wm,31,,anwser,650.3,655.7,29,1009_a,
1009,1,wm,31,,question,655.7,656.7,29,1009_a,
1009,1,wm,32,,anwser,668.5,674.1,4,1009_a,
1009,1,wm,32,,question,674.1,674.8,4,1009_a,
1009,1,wm,33,,anwser,685.6,691.1,38,1009_a,
1009,1,wm,33,,question,691.1,692,38,1009_a,
1009,1,wm,34,,anwser,703.8,709.3,15,1009_a,
1009,1,wm,34,,question,709.3,709.9,15,1009_a,
1009,1,wm,35,,anwser,722,747.4,18,1009_a,
1009,1,wm,35,,question,747.4,728.1,18,1009_a,
1009,1,wm,36,,anwser,739,744.5,16,1009_a,
1009,1,wm,36,,question,744.5,745.8,16,1009_a,
1009,1,wm,37,,anwser,759.5,766.8,7,1009_a,
1009,1,wm,37,,question,766.8,767.6,7,1009_a,
1009,1,wm,38,,anwser,778.5,783.9,37,1009_a,
1009,1,wm,38,,question,783.9,784.6,37,1009_a,
1009,1,wm,39,,anwser,795.8,801.2,1,1009_a,
1009,1,wm,39,,question,801.2,802,1,1009_a,
1009,1,wm,40,,anwser,812.8,818.2,12,1009_a,
1009,2,wm,40,,question,818.2,819.5,12,1009_a,
1009,2,wm,1,,anwser,66.8,72.2,62,1009_b,
1009,2,wm,1,,question,72.2,73,62,1009_b,
1009,2,wm,2,,anwser,84.1,89.3,42,1009_b,
1009,2,wm,2,,question,89.3,91,42,1009_b,
1009,2,wm,3,,anwser,102.6,108.1,49,1009_b,
1009,2,wm,3,,question,108.1,109,49,1009_b,
1009,2,wm,4,,anwser,120.4,126.1,47,1009_b,
1009,2,wm,4,,question,126.1,126.9,47,1009_b,
1009,2,wm,5,,anwser,137.1,142.4,43,1009_b,
1009,2,wm,5,,question,142.4,142.9,43,1009_b,
1009,2,wm,6,,anwser,159.5,165,46,1009_b,
1009,2,wm,6,,question,165,166.1,46,1009_b,
1009,2,wm,7,,anwser,179.1,184.6,59,1009_b,
1009,2,wm,7,,question,184.6,185.6,59,1009_b,
1009,2,wm,8,,anwser,198.1,203.8,54,1009_b,
1009,2,wm,8,,question,203.8,204.4,54,1009_b,
1009,2,wm,9,,anwser,215.3,220.9,57,1009_b,
1009,2,wm,9,,question,220.9,221.4,57,1009_b,
1009,2,wm,10,,anwser,232.6,238.1,41,1009_b,
1009,2,wm,10,,question,238.1,239,41,1009_b,
1009,2,wm,11,,anwser,250.5,256,72,1009_b,
1009,2,wm,11,,question,256,256.6,72,1009_b,
1009,2,wm,12,,anwser,271.2,277,78,1009_b,
1009,2,wm,12,,question,277,277.8,78,1009_b,
1009,2,wm,13,,anwser,289,294,71,1009_b,
1009,2,wm,13,,question,294,295,71,1009_b,
1009,2,wm,14,,anwser,310.9,316.3,73,1009_b,
1009,2,wm,14,,question,316.3,317,73,1009_b,
1009,2,wm,15,,anwser,329.3,334.7,51,1009_b,
1009,2,wm,15,,question,334.7,335.2,51,1009_b,
1009,2,wm,16,,anwser,346.9,352.2,76,1009_b,
1009,2,wm,16,,question,352.2,353,76,1009_b,
1009,2,wm,17,,anwser,365.4,371,69,1009_b,
1009,2,wm,17,,question,371,371.7,69,1009_b,
1009,2,wm,18,,anwser,385.3,390.7,65,1009_b,
1009,2,wm,18,,question,390.7,391.3,65,1009_b,
1009,2,wm,19,,anwser,402.5,407.9,67,1009_b,
1009,2,wm,19,,question,407.9,408.6,67,1009_b,
1009,2,wm,20,,anwser,418.7,424.2,55,1009_b,
1009,2,wm,20,,question,424.2,425,55,1009_b,
1009,2,wm,21,,anwser,436.1,441.6,45,1009_b,
1009,2,wm,21,,question,441.6,442.2,45,1009_b,
1009,2,wm,22,,anwser,454.4,459.8,64,1009_b,
1009,2,wm,22,,question,459.8,460,64,1009_b,
1009,2,wm,23,,anwser,478.1,483.4,56,1009_b,
1009,2,wm,23,,question,483.4,484.1,56,1009_b,
1009,2,wm,24,,anwser,496.5,502,53,1009_b,
1009,2,wm,24,,question,502,503,53,1009_b,
1009,2,wm,25,,anwser,514,519.4,61,1009_b,
1009,2,wm,25,,question,519.4,520.1,61,1009_b,
1009,2,wm,26,,anwser,531.2,536.8,70,1009_b,
1009,2,wm,26,,question,536.8,537.6,70,1009_b,
1009,2,wm,27,,anwser,548.4,553.6,58,1009_b,
1009,2,wm,27,,question,553.6,554.5,58,1009_b,
1009,2,wm,28,,anwser,567.4,573,50,1009_b,
1009,2,wm,28,,question,573,573.8,50,1009_b,
1009,2,wm,29,,anwser,584.5,589.7,60,1009_b,
1009,2,wm,29,,question,589.7,590.7,60,1009_b,
1009,2,wm,30,,anwser,601.4,607,48,1009_b,
1009,2,wm,30,,question,607,608.1,48,1009_b,
1009,2,wm,31,,anwser,619.2,624.8,74,1009_b,
1009,2,wm,31,,question,624.8,625.4,74,1009_b,
1009,2,wm,32,,anwser,636.8,642.2,79,1009_b,
1009,2,wm,32,,question,642.2,642.9,79,1009_b,
1009,2,wm,33,,anwser,655,660.6,75,1009_b,
1009,2,wm,33,,question,660.6,661.2,75,1009_b,
1009,2,wm,34,,anwser,672.2,677.6,66,1009_b,
1009,2,wm,34,,question,677.6,678.5,66,1009_b,
1009,2,wm,35,,anwser,689.7,695.1,68,1009_b,
1009,2,wm,35,,question,695.1,695.9,68,1009_b,
1009,2,wm,36,,anwser,707.3,712.6,63,1009_b,
1009,2,wm,36,,question,712.6,713.3,63,1009_b,
1009,2,wm,37,,anwser,725,730.7,80,1009_b,
1009,2,wm,37,,question,730.7,731.7,80,1009_b,
1009,2,wm,38,,anwser,741.8,747.4,52,1009_b,
1009,2,wm,38,,question,747.4,748.1,52,1009_b,
1009,2,wm,39,,anwser,759.9,765.5,44,1009_b,
1009,2,wm,39,,question,765.5,765.9,44,1009_b,
1009,2,wm,40,,anwser,778.5,784,77,1009_b,
1009,2,wm,40,,question,784.5,784.5,77,1009_b,
1010,1,wm,1,,question,40.7,46.2,40,1010_a,
1010,1,wm,1,,anwser,46.2,47.2,40,1010_a,
1010,1,wm,2,,question,62,67.8,11,1010_a,
1010,1,wm,2,,anwser,67.8,68.3,11,1010_a,
1010,1,wm,3,,question,80.9,86.7,35,1010_a,
1010,1,wm,3,,anwser,86.7,87.8,35,1010_a,
1010,1,wm,4,,question,101.5,107.2,15,1010_a,
1010,1,wm,4,,anwser,107.2,108.2,25,1010_a,
1010,1,wm,5,,question,124.2,130.4,27,1010_a,
1010,1,wm,5,,anwser,130.4,131.4,27,1010_a,
1010,1,wm,6,,question,145.5,151,34,1010_a,
1010,1,wm,6,,anwser,151,151.8,34,1010_a,
1010,1,wm,7,,question,165.8,171.5,10,1010_a,
1010,1,wm,7,,anwser,171.5,172.2,10,1010_a,
1010,1,wm,8,,question,184.9,190.6,22,1010_a,
1010,1,wm,8,,anwser,190.6,191.2,22,1010_a,
1010,1,wm,9,,question,204.8,210.6,39,1010_a,
1010,1,wm,9,,anwser,210.6,211.6,39,1010_a,
1010,1,wm,10,,question,225,230.9,20,1010_a,
1010,1,wm,10,,anwser,232.1,232.8,20,1010_a,
1010,1,wm,11,,question,246.8,252.5,8,1010_a,
1010,1,wm,11,,anwser,252.5,253.7,8,1010_a,
1010,1,wm,12,,question,267.8,273.6,1,1010_a,
1010,1,wm,12,,anwser,273.6,274.3,1,1010_a,
1010,1,wm,13,,question,289.5,295.3,36,1010_a,
1010,1,wm,13,,anwser,295.3,296.3,36,1010_a,
1010,1,wm,14,,question,310,315.9,38,1010_a,
1010,1,wm,14,,anwser,315.9,316.5,38,1010_a,
1010,1,wm,15,,question,329.3,335,33,1010_a,
1010,1,wm,15,,question,335,336.2,33,1010_a,
1010,1,wm,16,,anwser,349.9,355.7,3,1010_a,
1010,1,wm,16,,question,355.7,356.4,3,1010_a,
1010,1,wm,17,,anwser,371.8,377.5,21,1010_a,
1010,1,wm,17,,question,377.5,378.2,21,1010_a,
1010,1,wm,18,,anwser,391.9,397.5,5,1010_a,
1010,1,wm,18,,question,397.5,398.1,5,1010_a,
1010,1,wm,19,,anwser,411.1,417,17,1010_a,
1010,1,wm,19,,question,417,418.4,17,1010_a,
1010,1,wm,20,,anwser,431.3,437.1,23,1010_a,
1010,1,wm,20,,question,437.1,438.2,23,1010_a,
1010,1,wm,21,,anwser,452.1,457.9,14,1010_a,
1010,1,wm,21,,question,457.9,458.4,14,1010_a,
1010,1,wm,22,,anwser,473.1,478.9,18,1010_a,
1010,1,wm,22,,question,478.9,479.6,18,1010_a,
1010,1,wm,23,,anwser,493.1,498.7,37,1010_a,
1010,1,wm,23,,question,498.7,499.4,37,1010_a,
1010,1,wm,24,,anwser,512.8,518.6,24,1010_a,
1010,1,wm,24,,question,518.6,519.1,24,1010_a,
1010,1,wm,25,,anwser,532.5,538.1,2,1010_a,
1010,1,wm,25,,question,538.1,538.8,2,1010_a,
1010,1,wm,26,,anwser,551.9,557.7,31,1010_a,
1010,1,wm,26,,question,557.7,558.6,31,1010_a,
1010,1,wm,27,,anwser,572,578.1,30,1010_a,
1010,1,wm,27,,question,578.1,579,30,1010_a,
1010,1,wm,28,,anwser,591.8,597.8,9,1010_a,
1010,1,wm,28,,question,597.8,598.7,9,1010_a,
1010,1,wm,29,,anwser,612.1,617.9,12,1010_a,
1010,1,wm,29,,question,617.9,618.8,12,1010_a,
1010,1,wm,30,,anwser,632.9,638.6,28,1010_a,
1010,1,wm,30,,question,638.6,639.5,28,1010_a,
1010,1,wm,31,,anwser,652.9,658.8,25,1010_a,
1010,1,wm,31,,question,658.8,659.5,25,1010_a,
1010,1,wm,32,,anwser,671.8,677.6,32,1010_a,
1010,1,wm,32,,question,677.6,678.3,32,1010_a,
1010,1,wm,33,,anwser,694.3,700.5,16,1010_a,
1010,1,wm,33,,question,700.5,701.1,16,1010_a,
1010,1,wm,34,,anwser,715.3,721.1,26,1010_a,
1010,1,wm,34,,question,721.1,722,26,1010_a,
1010,1,wm,35,,anwser,735.3,741.1,13,1010_a,
1010,1,wm,35,,question,741.1,741.8,13,1010_a,
1010,1,wm,36,,anwser,755.9,761.6,4,1010_a,
1010,1,wm,36,,question,761.6,762.2,4,1010_a,
1010,1,wm,37,,anwser,776.7,782.7,29,1010_a,
1010,1,wm,37,,question,782.7,783.4,29,1010_a,
1010,1,wm,38,,anwser,796.6,802.5,19,1010_a,
1010,1,wm,38,,question,802.5,803.1,19,1010_a,
1010,1,wm,39,,anwser,818.2,823.9,7,1010_a,
1010,1,wm,39,,question,823.9,824.4,7,1010_a,
1010,1,wm,40,,anwser,837.7,843.7,6,1010_a,
1010,2,wm,40,,question,843.7,844.8,6,1010_a,
1010,2,wm,1,,anwser,84.2,89.9,66,1010_b,
1010,2,wm,1,,question,89.9,90.5,66,1010_b,
1010,2,wm,2,,anwser,103.7,109.6,51,1010_b,
1010,2,wm,2,,question,109.6,110.3,51,1010_b,
1010,2,wm,3,,anwser,123,128.6,65,1010_b,
1010,2,wm,3,,question,128.6,129.2,65,1010_b,
1010,2,wm,4,,anwser,144.5,150.2,55,1010_b,
1010,2,wm,4,,question,150.2,151,55,1010_b,
1010,2,wm,5,,anwser,164.5,170.2,69,1010_b,
1010,2,wm,5,,question,170.2,170.8,69,1010_b,
1010,2,wm,6,,anwser,186.5,192.3,61,1010_b,
1010,2,wm,6,,question,192.3,193.2,61,1010_b,
1010,2,wm,7,,anwser,207.1,213,57,1010_b,
1010,2,wm,7,,question,213,214.9,57,1010_b,
1010,2,wm,8,,anwser,227.2,233,45,1010_b,
1010,2,wm,8,,question,233,233.5,45,1010_b,
1010,2,wm,9,,anwser,247.3,253,56,1010_b,
1010,2,wm,9,,question,253,253.5,56,1010_b,
1010,2,wm,10,,anwser,267.4,273.1,77,1010_b,
1010,2,wm,10,,question,273.1,273.8,77,1010_b,
1010,2,wm,11,,anwser,287.3,293.2,74,1010_b,
1010,2,wm,11,,question,293.2,294,74,1010_b,
1010,2,wm,12,,anwser,308.3,314,63,1010_b,
1010,2,wm,12,,question,314,314.5,63,1010_b,
1010,2,wm,13,,anwser,330.1,336,75,1010_b,
1010,2,wm,13,,question,336,336.7,75,1010_b,
1010,2,wm,14,,anwser,350.4,356.3,78,1010_b,
1010,2,wm,14,,question,356.3,356.9,78,1010_b,
1010,2,wm,15,,anwser,370.9,376.6,58,1010_b,
1010,2,wm,15,,question,376.6,377.6,58,1010_b,
1010,2,wm,16,,anwser,393.8,399.7,48,1010_b,
1010,2,wm,16,,question,399.7,400.5,48,1010_b,
1010,2,wm,17,,anwser,414.8,420.6,42,1010_b,
1010,2,wm,17,,question,420.6,421.4,42,1010_b,
1010,2,wm,18,,anwser,434.7,440.5,46,1010_b,
1010,2,wm,18,,question,440.5,441.2,46,1010_b,
1010,2,wm,19,,anwser,454.8,460.6,54,1010_b,
1010,2,wm,19,,question,460.6,461.3,54,1010_b,
1010,2,wm,20,,anwser,475.6,481.4,62,1010_b,
1010,2,wm,20,,question,481.4,482.6,62,1010_b,
1010,2,wm,21,,anwser,496.8,502.7,73,1010_b,
1010,2,wm,21,,question,502.7,503.5,73,1010_b,
1010,2,wm,22,,anwser,517.8,523.6,59,1010_b,
1010,2,wm,22,,question,523.6,524.3,59,1010_b,
1010,2,wm,23,,anwser,538.6,544.4,52,1010_b,
1010,2,wm,23,,question,544.4,545.6,52,1010_b,
1010,2,wm,24,,anwser,559,565.1,64,1010_b,
1010,2,wm,24,,question,565.1,565.6,64,1010_b,
1010,2,wm,25,,anwser,579.8,585.8,44,1010_b,
1010,2,wm,25,,question,585.8,586.8,44,1010_b,
1010,2,wm,26,,anwser,601.5,607.2,72,1010_b,
1010,2,wm,26,,question,607.2,607.9,72,1010_b,
1010,2,wm,27,,anwser,620.9,626.7,47,1010_b,
1010,2,wm,27,,question,626.7,627.3,47,1010_b,
1010,2,wm,28,,anwser,641.6,647.6,43,1010_b,
1010,2,wm,28,,question,647.6,648.4,43,1010_b,
1010,2,wm,29,,anwser,661.7,667.5,76,1010_b,
1010,2,wm,29,,question,667.5,668.6,76,1010_b,
1010,2,wm,30,,anwser,682.9,688.6,67,1010_b,
1010,2,wm,30,,question,688.6,689.3,67,1010_b,
1010,2,wm,31,,anwser,702.8,708.7,68,1010_b,
1010,2,wm,31,,question,708.7,709.4,68,1010_b,
1010,2,wm,32,,anwser,724.8,730.7,71,1010_b,
1010,2,wm,32,,question,730.7,731.5,71,1010_b,
1010,2,wm,33,,anwser,746.7,752.8,50,1010_b,
1010,2,wm,33,,question,752.8,753.3,50,1010_b,
1010,2,wm,34,,anwser,767.3,773.2,79,1010_b,
1010,2,wm,34,,question,773.2,774.5,79,1010_b,
1010,2,wm,35,,anwser,790.1,795.9,60,1010_b,
1010,2,wm,35,,question,795.9,796.6,60,1010_b,
1010,2,wm,36,,anwser,810.3,816.1,70,1010_b,
1010,2,wm,36,,question,816.1,817.2,70,1010_b,
1010,2,wm,37,,anwser,831.9,837.9,80,1010_b,
1010,2,wm,37,,question,837.9,839,80,1010_b,
1010,2,wm,38,,anwser,853.8,859.8,49,1010_b,
1010,2,wm,38,,question,859.8,860.3,49,1010_b,
1010,2,wm,39,,anwser,873,879.1,41,1010_b,
1010,2,wm,39,,question,879.1,880,41,1010_b,
1010,2,wm,40,,anwser,892.8,898.5,53,1010_b,
1010,2,wm,40,,question,898.5,899.1,53,1010_b,
1011,1,wm,1,,question,75.7,81.2,18,1011_a,
1011,1,wm,1,,anwser,81.2,83.2,18,1011_a,
1011,1,wm,2,,question,87,92.9,12,1011_a,
1011,1,wm,2,,anwser,92.9,94.5,12,1011_a,
1011,1,wm,3,,question,98.7,104.7,38,1011_a,
1011,1,wm,3,,anwser,104.7,105.8,38,1011_a,
1011,1,wm,4,,question,108.3,114.3,6,1011_a,
1011,1,wm,4,,anwser,114.3,115.2,6,1011_a,
1011,1,wm,5,,question,118.1,123.9,17,1011_a,
1011,1,wm,5,,anwser,123.9,125.9,17,1011_a,
1011,1,wm,6,,question,128.4,134.2,13,1011_a,
1011,1,wm,6,,anwser,134.2,135.7,13,1011_a,
1011,1,wm,7,,question,137.5,143.4,39,1011_a,
1011,1,wm,7,,anwser,143.4,144.9,39,1011_a,
1011,1,wm,8,,question,147.1,152.7,2,1011_a,
1011,1,wm,8,,anwser,152.7,155,2,1011_a,
1011,1,wm,9,,question,156.8,162.4,33,1011_a,
1011,1,wm,9,,anwser,162.4,163.5,33,1011_a,
1011,1,wm,10,,question,165.2,171.2,1,1011_a,
1011,1,wm,10,,anwser,171.2,171.9,1,1011_a,
1011,1,wm,11,,question,174,179.8,34,1011_a,
1011,1,wm,11,,anwser,179.8,181.2,34,1011_a,
1011,1,wm,12,,question,182.9,189.1,37,1011_a,
1011,1,wm,12,,anwser,189.1,189.6,37,1011_a,
1011,1,wm,13,,question,192.4,198.2,10,1011_a,
1011,1,wm,13,,anwser,198.2,200.1,10,1011_a,
1011,1,wm,14,,question,202.5,208.3,25,1011_a,
1011,1,wm,14,,anwser,208.3,209.3,25,1011_a,
1011,1,wm,15,,question,211.5,217.4,16,1011_a,
1011,1,wm,15,,question,217.4,218.7,16,1011_a,
1011,1,wm,16,,anwser,220.6,226.6,23,1011_a,
1011,1,wm,16,,question,226.6,227.6,23,1011_a,
1011,1,wm,17,,anwser,230,235.6,32,1011_a,
1011,1,wm,17,,question,235.6,236.9,32,1011_a,
1011,1,wm,18,,anwser,238.8,244.7,30,1011_a,
1011,1,wm,18,,question,244.7,245.6,30,1011_a,
1011,1,wm,19,,anwser,247.3,253,7,1011_a,
1011,1,wm,19,,question,253,254.5,7,1011_a,
1011,1,wm,20,,anwser,256.2,262.1,20,1011_a,
1011,1,wm,20,,question,262.1,263.2,20,1011_a,
1011,1,wm,21,,anwser,265.1,270.9,22,1011_a,
